Field_ID,Area_m2,Area_ha,Suitability_Class,Final_Score,Water_Access,Water_Score,Soil_Score,Terrain_Score,Stream_Distance_m,Texture,pH,Tier,Primary_Crop,Secondary_Crop,Kharif_Recommendation,Rabi_Recommendation,Limiting_Factor,Key_Interventions,WKT
391,10512,1.05,Moderately Suitable,2.5,Very Low Access,1,4,4,566.6,Clay Loam,8.033333333333333,3,Date Palm,Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Drip irrigation system; Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37093150919992 26.19711567203588, 66.3719674922477 26.19741231117623, 66.37200127433583 26.19745776727372, 66.37201071879093 26.197480349712666, 66.3718565199188 26.19793436367431, 66.37182936711825 26.198036931032107, 66.37179304230352 26.19810788945814, 66.37173219824413 26.198165016291988, 66.3716522836687 26.198185935611328, 66.37156310628092 26.19817539988432, 66.3714346073204 26.198150672113684, 66.37069430858202 26.19794894086478, 66.37093150919992 26.19711567203588))"
16,10542,1.05,Marginally Suitable,2.15,Very Low Access,1,3,4,577.7,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36381925760365 26.217263011155474, 66.36382452462664 26.217249679805654, 66.36404782828424 26.21725373195557, 66.36422708878806 26.217234627723922, 66.36480764257726 26.217473701204042, 66.36447345856114 26.218421702330595, 66.36443813314284 26.21844788053612, 66.36440807475526 26.218456318257527, 66.3643386044699 26.21845503704156, 66.36398616776962 26.218448596160595, 66.36386675162296 26.218459849038723, 66.36381262841965 26.218436385816677, 66.3638298824604 26.218333729269414, 66.36388909106746 26.218128715213606, 66.36384241434297 26.21799801130793, 66.36380082302364 26.217858353711886, 66.36381925760365 26.217263011155474))"
429,10545,1.05,Moderately Suitable,2.5,Very Low Access,1,4,4,792.1,Clay Loam,8.066666666666666,3,Date Palm,Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Drip irrigation system; Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37196367814111 26.19515025708805, 66.37301410223954 26.1952500970841, 66.37297251023905 26.19555385894423, 66.37295062449331 26.195643094337534, 66.37292982849506 26.195682994257766, 66.37290894168532 26.195731867412306, 66.37287107299318 26.195870062285962, 66.3728342032378 26.195963485234277, 66.37281268074626 26.19603921503863, 66.37278135053852 26.196105867605887, 66.37277935267026 26.19619541110324, 66.37180048889036 26.196007305457954, 66.37196367814111 26.19515025708805))"
146,10587,1.06,Moderately Suitable,3.05,Very High Access,4,3,4,42.4,Clay Loam,8.200900900900901,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35507724853254 26.20922787258915, 66.35637437032376 26.209399563745844, 66.3564267674241 26.209494545792136, 66.35623997223806 26.210068898982357, 66.35487837616454 26.20989610654178, 66.35486548124632 26.20980628196256, 66.35507724853254 26.20922787258915))"
84,10620,1.06,Marginally Suitable,2.45,Low Access,2,3,4,345.1,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37061975205323 26.216724624996136, 66.37081808515534 26.216741716012617, 66.37093841090393 26.216690164702083, 66.37126642356637 26.216678269457336, 66.37164011485935 26.21662239863294, 66.37210035031029 26.216693545472825, 66.37203551048636 26.2173687183218, 66.37050360371695 26.217255563533495, 66.37061975205323 26.216724624996136))"
291,10623,1.06,Moderately Suitable,3.05,Very High Access,4,3,4,20.8,Clay Loam,7.933333333333334,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35161288389322 26.202794589366537, 66.35229358670593 26.202995263808162, 66.35197757195596 26.204015155541068, 66.35183854368468 26.204012657458946, 66.3517329330747 26.204073359430286, 66.35104333170058 26.203827722920202, 66.35161288389322 26.202794589366537))"
147,10680,1.07,Moderately Suitable,2.75,High Access,3,3,4,50.8,Clay Loam,8.206666666666667,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35571137035225 26.208415365350177, 66.3557911918383 26.208398857482955, 66.35671708558917 26.208733972476512, 66.35650885925148 26.209379651046056, 66.35580090844775 26.209285921554383, 66.35582397404465 26.20914306662558, 66.3557448790293 26.20912815830566, 66.35570192617263 26.209270700365764, 66.35514263124438 26.20918876557466, 66.35514363014698 26.209144000309923, 66.35571137035225 26.208415365350177))"
201,10767,1.08,Moderately Suitable,3.05,Very High Access,4,3,4,19.0,Clay Loam,8.033333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36845625486072 26.20495833779796, 66.36844826344937 26.205755569190977, 66.36782684075474 26.205788940422547, 66.3678242072244 26.205685880153997, 66.36765066668359 26.205673771387524, 66.36759826852982 26.20579374746413, 66.36720060575148 26.205813333161966, 66.3672186771984 26.205011834259015, 66.36845625486072 26.20495833779796))"
383,10895,1.09,Marginally Suitable,2.45,Low Access,2,3,4,295.0,Clay Loam,8.036434108527132,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36563756401829 26.195182254753334, 66.3657221090991 26.195174861424825, 66.36646630614567 26.19542138337675, 66.36646966615899 26.19549311209323, 66.36642771139958 26.195590906085762, 66.36640682483221 26.19563986118665, 66.36638593826562 26.19568423712555, 66.36637958148465 26.195746819255785, 66.36636877495714 26.195782427261115, 66.36634816082542 26.195817946491577, 66.36632718344988 26.19586680095334, 66.36632137153646 26.195907005782416, 66.36632064504728 26.19593834020196, 66.36630992933208 26.195973963895536, 66.3662890427691 26.196018424502636, 66.36627351406409 26.196044988458798, 66.36626279834978 26.196080612119406, 66.36624717883436 26.19611165464663, 66.36622157009492 26.196147071218, 66.36619614297891 26.19617344579689, 66.36615564121792 26.19620857044942, 66.36613021410491 26.19623494499025, 66.36607999556009 26.196260923069854, 66.36601915212123 26.196318046077774, 66.36595358651243 26.196361630716787, 66.36591835181171 26.196383337201407, 66.36588811172241 26.19640523102159, 66.36582826722615 26.196417583796812, 66.36567061923634 26.19636091738371, 66.36551315291298 26.196299788006485, 66.36542452136871 26.19626687150572, 66.36537557424116 26.196234558755183, 66.36522718909772 26.196209431323652, 66.36563756401829 26.195182254753334))"
334,10968,1.1,Moderately Suitable,2.75,Moderate Access,3,3,4,105.7,Clay Loam,8.033333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36080979777195 26.197902224836277, 66.36081506476654 26.19788889237341, 66.36195900268213 26.19824130296868, 66.36168103200053 26.19889911967089, 66.36160066480868 26.198942507353507, 66.36153101325176 26.198945694183685, 66.3614514633747 26.198953185249277, 66.3614363888559 26.198961849389878, 66.3605040397405 26.198689448895514, 66.36080979777195 26.197902224836277))"
314,11017,1.1,Marginally Suitable,2.45,Low Access,2,3,4,252.9,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35433933251457 26.204309550934934, 66.35434850424348 26.20412604343796, 66.35433551852834 26.204040695749768, 66.35436512232691 26.203830716308495, 66.35476431971524 26.20396347112732, 66.35490162334179 26.203598689746112, 66.35491170317285 26.203594418005785, 66.35545746727139 26.203832891306, 66.35495520082429 26.204961334544848, 66.35432380414225 26.204779565817212, 66.35429038635998 26.20472068985826, 66.3542781271197 26.20460401099181, 66.35423916998018 26.204567491568255, 66.35433933251457 26.204309550934934))"
20,11039,1.1,Marginally Suitable,2.45,Low Access,2,3,4,451.1,Clay Loam,8.033333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3661248562491 26.21653931521074, 66.3662154857492 26.216482704863548, 66.36702543080129 26.216681251361592, 66.3670596666478 26.21670423190895, 66.36707392401685 26.216731379125502, 66.36707801052398 26.216771770823726, 66.366989106298 26.217634634610057, 66.36695423477708 26.217638507712632, 66.3665619303163 26.217635761502734, 66.36652860261205 26.217572492357434, 66.36648474081358 26.21753580170154, 66.36639538262607 26.21753421028413, 66.3663356288867 26.217542077510338, 66.36596175951034 26.217387357100275, 66.36596284924342 26.217338112313364, 66.3661248562491 26.21653931521074))"
338,11112,1.11,Moderately Suitable,2.75,Moderate Access,3,3,4,178.7,Clay Loam,8.068217054263565,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36300913557503 26.2003345047462, 66.3636110286145 26.20050677992339, 66.36367913664864 26.200570737682412, 66.3637221809305 26.20064323906897, 66.36372499606297 26.200737342091653, 66.36364281236273 26.20086122640625, 66.36353620059722 26.20096230493046, 66.36342078021646 26.201018440476815, 66.3633351457558 26.201070582107437, 66.36328937718413 26.20111903605075, 66.36323806916675 26.201194257738557, 66.36323225728543 26.201229966646494, 66.36324179240326 26.201248070224135, 66.36279990797152 26.201687860274333, 66.36258314317156 26.201831738182896, 66.36248234348177 26.201897020833893, 66.36240243022712 26.201917930739896, 66.36235284769077 26.201917049974444, 66.36229836139218 26.20191158793318, 66.36221999194203 26.201860859103505, 66.36300913557503 26.2003345047462))"
185,11181,1.12,Moderately Suitable,3.05,Very High Access,4,3,4,12.9,Clay Loam,8.180000305175781,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36261029552355 26.203708974546686, 66.36331162579489 26.203878659805373, 66.36331453173594 26.20396828320307, 66.36338799756348 26.204014430802793, 66.36299260804448 26.205032940660878, 66.36214843328798 26.204815840043434, 66.36261029552355 26.203708974546686))"
86,11293,1.13,Marginally Suitable,2.3,Low Access,2,3,3,387.2,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3708137261853 26.214725982609586, 66.37217545190848 26.214898729907453, 66.37214030762851 26.21557888687299, 66.37067769001263 26.215475980264834, 66.3708137261853 26.214725982609586))"
274,11327,1.13,Moderately Suitable,2.75,Moderate Access,3,3,4,191.4,Clay Loam,8.033333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35898787468106 26.19415099947808, 66.35926012299072 26.193748358334158, 66.35952546987009 26.19343075627753, 66.3595748705351 26.193440593014202, 66.36020808937307 26.193541810602262, 66.36039125348194 26.193567629686616, 66.36034475867024 26.1940863262391, 66.36026802407734 26.19440746035514, 66.3601149181638 26.194373284218877, 66.35996090419117 26.194374904154497, 66.35990478354425 26.194441066962742, 66.35956370089906 26.194376588914988, 66.35949986143886 26.194344067091375, 66.35941014112878 26.19436031003363, 66.3590255608134 26.1942412272392, 66.35898160879424 26.194209100698806, 66.35898787468106 26.19415099947808))"
404,11345,1.13,Moderately Suitable,2.8000000000000003,Low Access,2,4,4,477.9,Clay Loam,8.062878787878788,3,Date Palm,Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Drip irrigation system; Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3720565788877 26.19853380462758, 66.3722286677991 26.198165148273816, 66.37291566178922 26.19830760186904, 66.37299530410793 26.198295623278018, 66.37370191450208 26.198447408274088, 66.373539905306 26.19903117536975, 66.37334257017687 26.198973829376925, 66.37327963726715 26.19912497854189, 66.37210107680697 26.19876301484356, 66.3720373267278 26.198726018288422, 66.37201371558922 26.198671894297767, 66.3720565788877 26.19853380462758))"
416,11384,1.14,Marginally Suitable,2.45,Low Access,2,3,4,432.8,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36869663293493 26.19228643297386, 66.36976911815708 26.19250315087043, 66.36978773455714 26.192557257628124, 66.36979163946064 26.192606610256327, 66.36958168282712 26.193332928932207, 66.36954608465139 26.19336805817128, 66.36860745601739 26.193158249558657, 66.36853326301228 26.193147936051307, 66.3684735998562 26.19315133418715, 66.3684150264443 26.193105482419895, 66.36869663293493 26.19228643297386))"
47,11433,1.14,Moderately Suitable,2.75,Moderate Access,3,3,4,154.6,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35580045440057 26.212381084169223, 66.35591042463685 26.21234725481198, 66.3562576800921 26.21236264693177, 66.35690932951218 26.21253140627399, 66.35698797064482 26.212568705564745, 66.35703128683926 26.21262768748127, 66.35704436342692 26.212708555943667, 66.35692349581238 26.2134409405431, 66.35586747176741 26.213148265618827, 66.3558139850065 26.21309803285438, 66.3558428624082 26.212699871720393, 66.35575096326086 26.212590744657028, 66.35580045440057 26.212381084169223))"
300,11514,1.15,Moderately Suitable,3.05,Very High Access,4,3,4,4.1,Clay Loam,8.133333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35354121106177 26.208644189102326, 66.35359133766839 26.208622700823103, 66.3546447239253 26.208812320712546, 66.35443286599455 26.209614642098913, 66.35436503151772 26.20976117485877, 66.35331391601635 26.209468584340712, 66.35354121106177 26.208644189102326))"
358,11560,1.16,Moderately Suitable,2.75,High Access,3,3,4,64.6,Clay Loam,8.04855072463768,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36802862370227 26.202339102456005, 66.36821932772496 26.202029068502753, 66.36836925745693 26.201982555485145, 66.36926629396622 26.202281185158572, 66.36890377407823 26.203165878570303, 66.36778125343822 26.20273776181837, 66.36802862370227 26.202339102456005))"
183,11591,1.16,Moderately Suitable,2.75,Moderate Access,3,3,4,160.4,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36420801851897 26.205744994449034, 66.36522882369519 26.206054865122034, 66.36511830675622 26.20633502971491, 66.3647171949271 26.206945789729783, 66.36375677981769 26.2065967783015, 66.36420801851897 26.205744994449034))"
333,11617,1.16,Moderately Suitable,2.75,Moderate Access,3,3,4,178.5,Clay Loam,8.033333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36024504910661 26.1993879407817, 66.3605040397405 26.198689448895514, 66.3614363888559 26.198961849389878, 66.3618457620774 26.19908133081586, 66.36164488946535 26.19962413095617, 66.36155362503396 26.19970760251548, 66.36147888810274 26.199719658761403, 66.3613207872885 26.199680883401985, 66.3611974668683 26.19964729047453, 66.36107341999299 26.19964503053957, 66.36098406267091 26.199643358436123, 66.36092440032053 26.199646750328004, 66.36081597286906 26.199608955754925, 66.36069292499113 26.199561842420398, 66.36058513325612 26.199497193086422, 66.3605162083076 26.19947354019505, 66.36042249218573 26.199444910256684, 66.360278921297 26.199424340279585, 66.36023941887679 26.199414692482318, 66.36024504910661 26.1993879407817))"
393,11725,1.17,Marginally Suitable,2.45,Low Access,2,3,4,456.3,Clay Loam,8.033333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36962091347239 26.198874465809634, 66.36965932681521 26.19848994373694, 66.3697694814039 26.19800820861608, 66.37064045715402 26.19813608996035, 66.37064953833882 26.198176586981788, 66.37033278670005 26.199232398877502, 66.37014453387567 26.19921546014447, 66.37012055956973 26.19939871182859, 66.36954717439143 26.19928517306823, 66.36962091347239 26.198874465809634))"
394,11780,1.18,Marginally Suitable,2.45,Low Access,2,3,4,437.7,Clay Loam,8.033333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37051459194788 26.198877390844107, 66.37061639201502 26.19854328394246, 66.37076350722052 26.19818310945921, 66.37167326124366 26.198356543030155, 66.37170686169 26.19840646210714, 66.37170123134482 26.198437710542866, 66.37159652509668 26.198677697406993, 66.37156919068472 26.198789136732294, 66.37157264154064 26.19885638775055, 66.37155039260153 26.19896353546475, 66.37153804217041 26.19907078733196, 66.37150625797389 26.199159746411183, 66.37147937762626 26.19924887687329, 66.37144323445817 26.19931087718836, 66.37139764684744 26.199350379895755, 66.37133280710472 26.19936712688607, 66.3711989502926 26.199355716011112, 66.37050687294267 26.199222120604958, 66.37047263688547 26.199199142401145, 66.37045465614538 26.199113685697462, 66.37051459194788 26.198877390844107))"
297,11837,1.18,Moderately Suitable,3.05,Very High Access,4,3,4,10.2,Clay Loam,8.166666666666668,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35431254380234 26.20725187878816, 66.35521191876546 26.207443088701115, 66.35522072727139 26.207492523266737, 66.3551895796686 26.207554697759644, 66.35510848693833 26.207624826782887, 66.3550315714481 26.207735446894123, 66.35494875336425 26.207881672139088, 66.35492114733906 26.208006611772618, 66.35466688138179 26.208709668931004, 66.3539702840636 26.20855354527272, 66.35431254380234 26.20725187878816))"
238,12070,1.21,Marginally Suitable,2.45,Low Access,2,3,4,358.7,Clay Loam,8.033333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.34658918492255 26.202088305964928, 66.3472026836263 26.202184754521273, 66.34702896789422 26.203493923516582, 66.34605850364326 26.203373002103284, 66.34603453037364 26.203336707552477, 66.34658918492255 26.202088305964928))"
1,12077,1.21,Marginally Suitable,2.15,Very Low Access,1,3,4,975.1,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36327521072222 26.221127505778934, 66.36443486395257 26.22101443589411, 66.36444830395713 26.221959803184106, 66.3633155306532 26.22197934387488, 66.36323470917287 26.221821096371986, 66.363185035752 26.221161719222888, 66.36327521072222 26.221127505778934))"
50,12109,1.21,Moderately Suitable,3.05,Very High Access,4,3,4,15.2,Clay Loam,8.133333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35469748409977 26.21152769156282, 66.3547452497698 26.211389718042536, 66.35570038241252 26.211532704019238, 66.35576413062788 26.21156970920528, 66.35578247413278 26.21163724667331, 66.35574315365022 26.212277027034677, 66.35570056403137 26.21262558216792, 66.35509050669292 26.21259197875523, 66.35496800493527 26.212518070907585, 66.35479791914453 26.212134229160153, 66.3547270879176 26.211976103394942, 66.35468822155588 26.211715587451852, 66.35469748409977 26.21152769156282))"
242,12275,1.23,Moderately Suitable,3.05,Very High Access,4,3,4,22.0,Clay Loam,8.033333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.34839154361578 26.197490032694912, 66.34850677926357 26.19744287035232, 66.34854283013703 26.197385362243573, 66.34854964075569 26.197304805852493, 66.3485365643679 26.197223936633595, 66.34852394202167 26.19712517059907, 66.34855645137446 26.197004896551984, 66.34862301382617 26.196916475846315, 66.34869466154917 26.19681927107111, 66.34866378673712 26.196648488452304, 66.349584310916 26.196781976166342, 66.34956614923253 26.196924920480377, 66.34952337847025 26.19705850821657, 66.34942176386994 26.197159672703158, 66.34911401431374 26.19803643796176, 66.34819576112014 26.197804469893043, 66.34839154361578 26.197490032694912))"
340,12275,1.23,Moderately Suitable,2.9,Very High Access,4,3,3,11.4,Clay Loam,8.133333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36383533110497 26.202893835646343, 66.36499289684618 26.20330474178804, 66.36467033651168 26.204176821150167, 66.36411330285875 26.20399637790811, 66.36403466072163 26.20396357873417, 66.36398589533732 26.203922392506225, 66.3639471191409 26.203881327151368, 66.36390797970417 26.203853766056792, 66.36384459380083 26.203803345979942, 66.36381553436331 26.203771427355004, 66.36375732468208 26.20370765915097, 66.36370874094341 26.203662010234844, 66.36366560585188 26.20359398734922, 66.363549095716 26.203475423459313, 66.36383533110497 26.202893835646343))"
356,12399,1.24,Moderately Suitable,3.05,Very High Access,4,3,4,6.6,Clay Loam,8.033333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36754069413428 26.203499259190462, 66.36757229648315 26.203419262202633, 66.36758355709065 26.20336117795892, 66.3675749300123 26.20330278358199, 66.3675707526902 26.203266868635605, 66.36757829003227 26.20315505591242, 66.36758909658313 26.203114954676543, 66.36771532437749 26.20279925871891, 66.36891185630765 26.203246650220375, 66.36888960747415 26.203353793703947, 66.36887244408891 26.203451982124474, 66.36886054777457 26.203541331784997, 66.36885891316652 26.203612956779057, 66.36886772188777 26.203662394346008, 66.3688761673629 26.203729746019576, 66.36887507762417 26.20377899407809, 66.36887444194323 26.203805849496202, 66.36883357674226 26.203858887110584, 66.36877745520444 26.203925052363914, 66.36872687317597 26.203964449046108, 66.36868664366648 26.203986136871418, 66.36863170269315 26.204002984934547, 66.36858675099172 26.20401562877618, 66.36856677245889 26.204019712480005, 66.3684924886477 26.20400946414936, 66.36750818367382 26.203619631642006, 66.36754069413428 26.203499259190462))"
62,12446,1.24,Marginally Suitable,2.15,Very Low Access,1,3,4,504.0,Clay Loam,8.128368794326242,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36943202520558 26.21786749142373, 66.3696649571399 26.217889737280647, 66.36984113184461 26.218004910708366, 66.36992077372672 26.217997437670327, 66.37003592301299 26.21795474229393, 66.37044802688278 26.2179577725452, 66.37050641888354 26.218012584010488, 66.37051595412531 26.218030687423724, 66.37053675003408 26.218429771967156, 66.37051005135658 26.2185143454705, 66.37053211863075 26.21863569608896, 66.37045774374717 26.218629837275103, 66.3704274126009 26.21865620585193, 66.37038936245267 26.21879884469692, 66.37036357190021 26.218843128862826, 66.37026340649113 26.218881638768007, 66.36967966863376 26.21900079260444, 66.36949114359376 26.218992860022222, 66.36941722290658 26.218969187810806, 66.36931714847829 26.217896751204304, 66.36943202520558 26.21786749142373))"
283,12446,1.24,Marginally Suitable,2.4,Moderate Access,3,2,4,148.5,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.34993583041698 26.208877780445363, 66.34997106410697 26.20885608407159, 66.35002064554047 26.20886146574424, 66.35116392561099 26.209025847900776, 66.35124202107899 26.20908552335255, 66.35117064545314 26.209827750569936, 66.35035799918454 26.209750074398002, 66.35033992828427 26.209673597516396, 66.35022078748922 26.209671407138135, 66.35019445301816 26.20973814356882, 66.34980343167412 26.20968165169833, 66.3497545767276 26.209644854975497, 66.3497559388543 26.209586672977597, 66.34993583041698 26.208877780445363))"
38,12486,1.25,Moderately Suitable,3.05,Very High Access,4,3,4,7.7,Clay Loam,8.033333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36384895271658 26.212202013270325, 66.36380981328674 26.211735394325505, 66.36509551320785 26.211974046374635, 66.36509460509836 26.212014335312467, 66.3650401185324 26.212228316776734, 66.3650291304089 26.212272877941285, 66.36501514552477 26.212456319379093, 66.36499398657737 26.21251412506579, 66.36495248598327 26.212589516583062, 66.36473154304733 26.213140935418746, 66.36439490718416 26.213094425535232, 66.36440135475343 26.212588398217886, 66.3637714911562 26.212554459555253, 66.36384895271658 26.212202013270325))"
61,12494,1.25,Marginally Suitable,2.45,Low Access,2,3,4,397.3,Clay Loam,8.233333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37070865685543 26.218956980873966, 66.37183363528413 26.219058181321806, 66.37171830400463 26.21999220101976, 66.37061466658999 26.220043676846682, 66.37070865685543 26.218956980873966))"
